Year 115,"{'CODE 1': 135, 'CODE 2': 65, 'CODE 3': 3}"
Year 116,"{'CODE 1': 46, 'CODE 2': 50, 'CODE 3': 10}"
Year 117,"{'CODE 1': 184, 'CODE 2': 78, 'CODE 3': 47}"
Year 118,"{'CODE 1': 81, 'CODE 2': 36, 'CODE 3': 44}"
Year 119,"{'CODE 1': 38, 'CODE 2': 62, 'CODE 3': 9}"
Year 120,"{'CODE 1': 85, 'CODE 2': 1, 'CODE 3': 16}"
Year 121,"{'CODE 1': 122, 'CODE 2': 62, 'CODE 3': 15}"
Year 122,"{'CODE 1': 173, 'CODE 2': 33, 'CODE 3': 32}"
Year 123,"{'CODE 1': 115, 'CODE 2': 39, 'CODE 3': 7}"
Year 124,"{'CODE 1': 35, 'CODE 2': 7, 'CODE 3': 9}"
Year 125,"{'CODE 1': 82, 'CODE 2': 93, 'CODE 3': 51}"
Year 126,"{'CODE 1': 46, 'CODE 2': 43, 'CODE 3': 51}"
Year 127,"{'CODE 1': 125, 'CODE 2': 79, 'CODE 3': 1}"
Year 128,"{'CODE 1': 148, 'CODE 2': 38, 'CODE 3': 8}"
Year 129,"{'CODE 1': 57, 'CODE 2': 101, 'CODE 3': 4}"
Year 130,"{'CODE 1': 41, 'CODE 2': 49, 'CODE 3': 10}"
Year 131,"{'CODE 1': 89, 'CODE 2': 24, 'CODE 3': 19}"
Year 132,"{'CODE 1': 1, 'CODE 2': 41, 'CODE 3': 40}"
Year 133,"{'CODE 1': 130, 'CODE 2': 26, 'CODE 3': 21}"
Year 134,"{'CODE 1': 127, 'CODE 2': 92, 'CODE 3': 5}"
Year 135,"{'CODE 1': 62, 'CODE 2': 64, 'CODE 3': 6}"
Year 136,"{'CODE 1': 88, 'CODE 2': 87, 'CODE 3': 12}"
Year 137,"{'CODE 1': 150, 'CODE 2': 66, 'CODE 3': 23}"
Year 138,"{'CODE 1': 31, 'CODE 2': 81, 'CODE 3': 4}"
Year 139,"{'CODE 1': 26, 'CODE 2': 96, 'CODE 3': 37}"
Year 140,"{'CODE 1': 154, 'CODE 2': 52, 'CODE 3': 46}"
Year 141,"{'CODE 1': 115, 'CODE 2': 66, 'CODE 3': 37}"
Year 142,"{'CODE 1': 82, 'CODE 2': 63, 'CODE 3': 23}"
Year 143,"{'CODE 1': 121, 'CODE 2': 30, 'CODE 3': 35}"
Year 144,"{'CODE 1': 170, 'CODE 2': 101, 'CODE 3': 20}"
Year 145,"{'CODE 1': 189, 'CODE 2': 7, 'CODE 3': 22}"
Year 146,"{'CODE 1': 115, 'CODE 2': 57, 'CODE 3': 51}"
Year 147,"{'CODE 1': 105, 'CODE 2': 6, 'CODE 3': 29}"
Year 148,"{'CODE 1': 98, 'CODE 2': 74, 'CODE 3': 49}"
Year 149,"{'CODE 1': 200, 'CODE 2': 66, 'CODE 3': 49}"
Year 150,"{'CODE 1': 20, 'CODE 2': 42, 'CODE 3': 34}"
Year 151,"{'CODE 1': 143, 'CODE 2': 70, 'CODE 3': 31}"
Year 152,"{'CODE 1': 43, 'CODE 2': 94, 'CODE 3': 46}"
Year 153,"{'CODE 1': 68, 'CODE 2': 57, 'CODE 3': 32}"
Year 154,"{'CODE 1': 23, 'CODE 2': 19, 'CODE 3': 12}"
Year 155,"{'CODE 1': 173, 'CODE 2': 6, 'CODE 3': 7}"
Year 156,"{'CODE 1': 138, 'CODE 2': 66, 'CODE 3': 8}"
Year 157,"{'CODE 1': 63, 'CODE 2': 53, 'CODE 3': 20}"
Year 158,"{'CODE 1': 183, 'CODE 2': 89, 'CODE 3': 34}"
Year 159,"{'CODE 1': 110, 'CODE 2': 61, 'CODE 3': 5}"
Year 160,"{'CODE 1': 192, 'CODE 2': 63, 'CODE 3': 44}"
Year 161,"{'CODE 1': 177, 'CODE 2': 73, 'CODE 3': 4}"
Year 162,"{'CODE 1': 178, 'CODE 2': 34, 'CODE 3': 26}"
Year 163,"{'CODE 1': 57, 'CODE 2': 89, 'CODE 3': 49}"
Year 164,"{'CODE 1': 67, 'CODE 2': 64, 'CODE 3': 23}"
Year 165,"{'CODE 1': 40, 'CODE 2': 74, 'CODE 3': 14}"
Year 166,"{'CODE 1': 124, 'CODE 2': 89, 'CODE 3': 24}"
Year 167,"{'CODE 1': 24, 'CODE 2': 15, 'CODE 3': 38}"
Year 168,"{'CODE 1': 48, 'CODE 2': 40, 'CODE 3': 47}"
Year 169,"{'CODE 1': 24, 'CODE 2': 4, 'CODE 3': 29}"
Year 170,"{'CODE 1': 37, 'CODE 2': 21, 'CODE 3': 21}"
Year 171,"{'CODE 1': 65, 'CODE 2': 34, 'CODE 3': 32}"
Year 172,"{'CODE 1': 20, 'CODE 2': 2, 'CODE 3': 7}"
Year 173,"{'CODE 1': 140, 'CODE 2': 101, 'CODE 3': 13}"
Year 174,"{'CODE 1': 68, 'CODE 2': 17, 'CODE 3': 2}"
Year 175,"{'CODE 1': 121, 'CODE 2': 29, 'CODE 3': 1}"
Year 176,"{'CODE 1': 71, 'CODE 2': 33, 'CODE 3': 42}"
Year 177,"{'CODE 1': 143, 'CODE 2': 3, 'CODE 3': 18}"
Year 178,"{'CODE 1': 142, 'CODE 2': 46, 'CODE 3': 28}"
Year 179,"{'CODE 1': 45, 'CODE 2': 90, 'CODE 3': 16}"
Year 180,"{'CODE 1': 194, 'CODE 2': 50, 'CODE 3': 5}"
Year 181,"{'CODE 1': 12, 'CODE 2': 56, 'CODE 3': 15}"
Year 182,"{'CODE 1': 20, 'CODE 2': 68, 'CODE 3': 40}"
Year 183,"{'CODE 1': 91, 'CODE 2': 62, 'CODE 3': 21}"
Year 184,"{'CODE 1': 77, 'CODE 2': 77, 'CODE 3': 2}"
Year 185,"{'CODE 1': 42, 'CODE 2': 85, 'CODE 3': 47}"
Year 186,"{'CODE 1': 182, 'CODE 2': 3, 'CODE 3': 48}"
Year 187,"{'CODE 1': 73, 'CODE 2': 61, 'CODE 3': 23}"
Year 188,"{'CODE 1': 89, 'CODE 2': 58, 'CODE 3': 13}"
Year 189,"{'CODE 1': 172, 'CODE 2': 15, 'CODE 3': 20}"
Year 190,"{'CODE 1': 89, 'CODE 2': 67, 'CODE 3': 2}"
Year 191,"{'CODE 1': 114, 'CODE 2': 29, 'CODE 3': 23}"
Year 192,"{'CODE 1': 51, 'CODE 2': 83, 'CODE 3': 51}"
Year 193,"{'CODE 1': 196, 'CODE 2': 48, 'CODE 3': 33}"
Year 194,"{'CODE 1': 25, 'CODE 2': 94, 'CODE 3': 44}"
Year 195,"{'CODE 1': 164, 'CODE 2': 25, 'CODE 3': 3}"
Year 196,"{'CODE 1': 22, 'CODE 2': 64, 'CODE 3': 12}"
Year 197,"{'CODE 1': 91, 'CODE 2': 90, 'CODE 3': 5}"
Year 198,"{'CODE 1': 167, 'CODE 2': 36, 'CODE 3': 46}"
Year 199,"{'CODE 1': 57, 'CODE 2': 48, 'CODE 3': 44}"
Year 200,"{'CODE 1': 50, 'CODE 2': 39, 'CODE 3': 1}"
Year 201,"{'CODE 1': 54, 'CODE 2': 20, 'CODE 3': 37}"
Year 202,"{'CODE 1': 176, 'CODE 2': 98, 'CODE 3': 7}"
Year 203,"{'CODE 1': 92, 'CODE 2': 9, 'CODE 3': 41}"
Year 204,"{'CODE 1': 46, 'CODE 2': 24, 'CODE 3': 45}"
Year 205,"{'CODE 1': 145, 'CODE 2': 85, 'CODE 3': 24}"
Year 206,"{'CODE 1': 23, 'CODE 2': 91, 'CODE 3': 44}"
Year 207,"{'CODE 1': 188, 'CODE 2': 88, 'CODE 3': 31}"
Year 208,"{'CODE 1': 81, 'CODE 2': 24, 'CODE 3': 45}"
Year 209,"{'CODE 1': 176, 'CODE 2': 100, 'CODE 3': 51}"
Year 210,"{'CODE 1': 135, 'CODE 2': 69, 'CODE 3': 20}"
Year 211,"{'CODE 1': 97, 'CODE 2': 85, 'CODE 3': 50}"
Year 212,"{'CODE 1': 9, 'CODE 2': 96, 'CODE 3': 17}"
Year 213,"{'CODE 1': 63, 'CODE 2': 66, 'CODE 3': 31}"
Year 214,"{'CODE 1': 111, 'CODE 2': 70, 'CODE 3': 37}"
Year 215,"{'CODE 1': 15, 'CODE 2': 90, 'CODE 3': 28}"
Year 216,"{'CODE 1': 20, 'CODE 2': 19, 'CODE 3': 15}"
Year 217,"{'CODE 1': 135, 'CODE 2': 71, 'CODE 3': 23}"
Year 218,"{'CODE 1': 79, 'CODE 2': 5, 'CODE 3': 38}"
Year 219,"{'CODE 1': 36, 'CODE 2': 8, 'CODE 3': 15}"
Year 220,"{'CODE 1': 128, 'CODE 2': 45, 'CODE 3': 16}"
Year 221,"{'CODE 1': 93, 'CODE 2': 20, 'CODE 3': 3}"
Year 222,"{'CODE 1': 127, 'CODE 2': 6, 'CODE 3': 20}"
Year 223,"{'CODE 1': 119, 'CODE 2': 67, 'CODE 3': 28}"
Year 224,"{'CODE 1': 16, 'CODE 2': 80, 'CODE 3': 42}"
Year 225,"{'CODE 1': 65, 'CODE 2': 44, 'CODE 3': 42}"
Year 226,"{'CODE 1': 152, 'CODE 2': 67, 'CODE 3': 39}"
Year 227,"{'CODE 1': 62, 'CODE 2': 98, 'CODE 3': 49}"
Year 228,"{'CODE 1': 71, 'CODE 2': 72, 'CODE 3': 30}"
Year 229,"{'CODE 1': 119, 'CODE 2': 31, 'CODE 3': 9}"
Year 230,"{'CODE 1': 19, 'CODE 2': 67, 'CODE 3': 36}"
Year 231,"{'CODE 1': 32, 'CODE 2': 3, 'CODE 3': 42}"
Year 232,"{'CODE 1': 71, 'CODE 2': 75, 'CODE 3': 50}"
Year 233,"{'CODE 1': 37, 'CODE 2': 75, 'CODE 3': 43}"
Year 234,"{'CODE 1': 104, 'CODE 2': 32, 'CODE 3': 28}"
Year 235,"{'CODE 1': 30, 'CODE 2': 76, 'CODE 3': 44}"
Year 236,"{'CODE 1': 139, 'CODE 2': 101, 'CODE 3': 28}"
Year 237,"{'CODE 1': 13, 'CODE 2': 60, 'CODE 3': 4}"
Year 238,"{'CODE 1': 197, 'CODE 2': 59, 'CODE 3': 33}"
Year 239,"{'CODE 1': 15, 'CODE 2': 86, 'CODE 3': 23}"
Year 240,"{'CODE 1': 117, 'CODE 2': 21, 'CODE 3': 4}"
Year 241,"{'CODE 1': 140, 'CODE 2': 95, 'CODE 3': 29}"
Year 242,"{'CODE 1': 98, 'CODE 2': 59, 'CODE 3': 20}"
Year 243,"{'CODE 1': 97, 'CODE 2': 9, 'CODE 3': 39}"
Year 244,"{'CODE 1': 41, 'CODE 2': 87, 'CODE 3': 39}"
Year 245,"{'CODE 1': 174, 'CODE 2': 25, 'CODE 3': 29}"
Year 246,"{'CODE 1': 41, 'CODE 2': 71, 'CODE 3': 42}"
Year 247,"{'CODE 1': 107, 'CODE 2': 5, 'CODE 3': 2}"
Year 248,"{'CODE 1': 164, 'CODE 2': 8, 'CODE 3': 42}"
Year 249,"{'CODE 1': 142, 'CODE 2': 4, 'CODE 3': 18}"
Year 250,"{'CODE 1': 80, 'CODE 2': 100, 'CODE 3': 48}"
Year 251,"{'CODE 1': 148, 'CODE 2': 39, 'CODE 3': 3}"
Year 252,"{'CODE 1': 164, 'CODE 2': 15, 'CODE 3': 11}"
Year 253,"{'CODE 1': 171, 'CODE 2': 14, 'CODE 3': 18}"
Year 254,"{'CODE 1': 79, 'CODE 2': 95, 'CODE 3': 19}"
Year 255,"{'CODE 1': 49, 'CODE 2': 39, 'CODE 3': 40}"
Year 256,"{'CODE 1': 103, 'CODE 2': 72, 'CODE 3': 30}"
Year 257,"{'CODE 1': 138, 'CODE 2': 78, 'CODE 3': 33}"
Year 258,"{'CODE 1': 59, 'CODE 2': 37, 'CODE 3': 42}"
Year 259,"{'CODE 1': 130, 'CODE 2': 82, 'CODE 3': 15}"
Year 260,"{'CODE 1': 52, 'CODE 2': 70, 'CODE 3': 25}"
Year 261,"{'CODE 1': 174, 'CODE 2': 28, 'CODE 3': 37}"
Year 262,"{'CODE 1': 94, 'CODE 2': 23, 'CODE 3': 17}"
Year 263,"{'CODE 1': 75, 'CODE 2': 55, 'CODE 3': 49}"
Year 264,"{'CODE 1': 154, 'CODE 2': 37, 'CODE 3': 5}"
Year 265,"{'CODE 1': 108, 'CODE 2': 62, 'CODE 3': 14}"
Year 266,"{'CODE 1': 63, 'CODE 2': 37, 'CODE 3': 11}"
Year 267,"{'CODE 1': 52, 'CODE 2': 4, 'CODE 3': 48}"
Year 268,"{'CODE 1': 35, 'CODE 2': 77, 'CODE 3': 7}"
Year 269,"{'CODE 1': 81, 'CODE 2': 49, 'CODE 3': 27}"
Year 270,"{'CODE 1': 97, 'CODE 2': 98, 'CODE 3': 20}"
Year 271,"{'CODE 1': 21, 'CODE 2': 91, 'CODE 3': 45}"
Year 272,"{'CODE 1': 201, 'CODE 2': 47, 'CODE 3': 18}"
Year 273,"{'CODE 1': 36, 'CODE 2': 79, 'CODE 3': 12}"
Year 274,"{'CODE 1': 70, 'CODE 2': 18, 'CODE 3': 28}"
Year 275,"{'CODE 1': 85, 'CODE 2': 6, 'CODE 3': 15}"
Year 276,"{'CODE 1': 51, 'CODE 2': 33, 'CODE 3': 38}"
Year 277,"{'CODE 1': 97, 'CODE 2': 101, 'CODE 3': 33}"
Year 278,"{'CODE 1': 25, 'CODE 2': 16, 'CODE 3': 19}"
Year 279,"{'CODE 1': 139, 'CODE 2': 6, 'CODE 3': 34}"
Year 280,"{'CODE 1': 154, 'CODE 2': 23, 'CODE 3': 44}"
Year 281,"{'CODE 1': 64, 'CODE 2': 76, 'CODE 3': 2}"
Year 282,"{'CODE 1': 38, 'CODE 2': 13, 'CODE 3': 36}"
Year 283,"{'CODE 1': 149, 'CODE 2': 7, 'CODE 3': 16}"
Year 284,"{'CODE 1': 65, 'CODE 2': 70, 'CODE 3': 39}"
Year 285,"{'CODE 1': 73, 'CODE 2': 19, 'CODE 3': 40}"
Year 286,"{'CODE 1': 128, 'CODE 2': 47, 'CODE 3': 12}"
Year 287,"{'CODE 1': 144, 'CODE 2': 71, 'CODE 3': 47}"
Year 288,"{'CODE 1': 14, 'CODE 2': 96, 'CODE 3': 16}"
Year 289,"{'CODE 1': 170, 'CODE 2': 95, 'CODE 3': 5}"
Year 290,"{'CODE 1': 157, 'CODE 2': 84, 'CODE 3': 15}"
Year 291,"{'CODE 1': 36, 'CODE 2': 58, 'CODE 3': 49}"
Year 292,"{'CODE 1': 124, 'CODE 2': 93, 'CODE 3': 49}"
Year 293,"{'CODE 1': 156, 'CODE 2': 13, 'CODE 3': 13}"
Year 294,"{'CODE 1': 148, 'CODE 2': 62, 'CODE 3': 41}"
Year 295,"{'CODE 1': 106, 'CODE 2': 39, 'CODE 3': 9}"
Year 296,"{'CODE 1': 3, 'CODE 2': 14, 'CODE 3': 7}"
Year 297,"{'CODE 1': 85, 'CODE 2': 53, 'CODE 3': 44}"
Year 298,"{'CODE 1': 144, 'CODE 2': 96, 'CODE 3': 14}"
Year 299,"{'CODE 1': 151, 'CODE 2': 94, 'CODE 3': 33}"
Year 300,"{'CODE 1': 194, 'CODE 2': 8, 'CODE 3': 3}"
Year 301,"{'CODE 1': 163, 'CODE 2': 55, 'CODE 3': 4}"
Year 302,"{'CODE 1': 51, 'CODE 2': 71, 'CODE 3': 5}"
Year 303,"{'CODE 1': 73, 'CODE 2': 17, 'CODE 3': 9}"
Year 304,"{'CODE 1': 130, 'CODE 2': 78, 'CODE 3': 29}"
Year 305,"{'CODE 1': 52, 'CODE 2': 52, 'CODE 3': 30}"
Year 306,"{'CODE 1': 133, 'CODE 2': 84, 'CODE 3': 22}"
Year 307,"{'CODE 1': 165, 'CODE 2': 1, 'CODE 3': 47}"
Year 308,"{'CODE 1': 101, 'CODE 2': 65, 'CODE 3': 39}"
Year 309,"{'CODE 1': 15, 'CODE 2': 72, 'CODE 3': 25}"
Year 310,"{'CODE 1': 113, 'CODE 2': 62, 'CODE 3': 11}"
Year 311,"{'CODE 1': 120, 'CODE 2': 81, 'CODE 3': 14}"
Year 312,"{'CODE 1': 176, 'CODE 2': 98, 'CODE 3': 37}"
Year 313,"{'CODE 1': 65, 'CODE 2': 44, 'CODE 3': 45}"
Year 314,"{'CODE 1': 134, 'CODE 2': 99, 'CODE 3': 2}"
Year 315,"{'CODE 1': 40, 'CODE 2': 76, 'CODE 3': 6}"
Year 316,"{'CODE 1': 171, 'CODE 2': 83, 'CODE 3': 20}"
Year 317,"{'CODE 1': 16, 'CODE 2': 77, 'CODE 3': 22}"
Year 318,"{'CODE 1': 72, 'CODE 2': 97, 'CODE 3': 30}"
Year 319,"{'CODE 1': 172, 'CODE 2': 97, 'CODE 3': 35}"
Year 320,"{'CODE 1': 43, 'CODE 2': 32, 'CODE 3': 19}"
Year 321,"{'CODE 1': 87, 'CODE 2': 52, 'CODE 3': 32}"
Year 322,"{'CODE 1': 146, 'CODE 2': 46, 'CODE 3': 25}"
Year 323,"{'CODE 1': 128, 'CODE 2': 95, 'CODE 3': 14}"
Year 324,"{'CODE 1': 26, 'CODE 2': 73, 'CODE 3': 30}"
Year 325,"{'CODE 1': 136, 'CODE 2': 85, 'CODE 3': 12}"
Year 326,"{'CODE 1': 160, 'CODE 2': 72, 'CODE 3': 12}"
Year 327,"{'CODE 1': 147, 'CODE 2': 101, 'CODE 3': 44}"
Year 328,"{'CODE 1': 120, 'CODE 2': 88, 'CODE 3': 43}"
Year 329,"{'CODE 1': 119, 'CODE 2': 11, 'CODE 3': 7}"
Year 330,"{'CODE 1': 24, 'CODE 2': 92, 'CODE 3': 41}"
Year 331,"{'CODE 1': 120, 'CODE 2': 34, 'CODE 3': 6}"
Year 332,"{'CODE 1': 164, 'CODE 2': 87, 'CODE 3': 24}"
Year 333,"{'CODE 1': 180, 'CODE 2': 61, 'CODE 3': 51}"
Year 334,"{'CODE 1': 97, 'CODE 2': 60, 'CODE 3': 39}"
Year 335,"{'CODE 1': 67, 'CODE 2': 97, 'CODE 3': 26}"
Year 336,"{'CODE 1': 129, 'CODE 2': 67, 'CODE 3': 7}"
Year 337,"{'CODE 1': 14, 'CODE 2': 10, 'CODE 3': 39}"
Year 338,"{'CODE 1': 122, 'CODE 2': 46, 'CODE 3': 3}"
Year 339,"{'CODE 1': 57, 'CODE 2': 61, 'CODE 3': 24}"
Year 340,"{'CODE 1': 100, 'CODE 2': 3, 'CODE 3': 41}"
